section,feature_group,subgroup,key,value,elements,comment,source
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,horse_stile,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,jersey_barrier,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,kissing_gate,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,lift_gate,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,log,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,motorcycle_barrier,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,rope,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,sally_port,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,spikes,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,stile,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,sump_buster,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,swing_gate,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,toll_booth,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,turnstile,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Barrier,Access control on highways [ edit source ],barrier,yes,,(taglist; descriptions load from Taginfo in the wiki page),taglist
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,aboriginal_lands,area relation,A boundary representing official reservation boundaries of recognized aboriginal / indigenous / native peoples.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,administrative,area,"An administrative boundary. Subdivisions of areas/territories/jurisdictions recognised by governments or other organisations for administrative purposes. These range from large groups of nation states right down to small administrative districts and suburbs, as indicated by the admin_level =* combo tag.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,border_zone,area relation,A border zone is an area near the border where special restrictions on movement apply. Usually a permit is required for visiting.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,census,area relation,"A census-designated boundary delineating a statistical area, not necessarily observable on the ground.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,forest,area relation,"A delimited forest is a land which is predominantly wooded and which is, for this reason, given defined boundaries. It may cover different tree stands, non-wooded areas, highways… but all the area within the boundaries are considered and managed as a single forest.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,forest_compartment,area relation,"A forest compartment is a numbered sub-division within a delimited forest, physically materialized with visible, typically cleared, boundaries.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,hazard,area,"A designated hazardous area, with a potential source of damage to health, life, property, or any other interest of value.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,health,area relation,Health division boundaries. Some mappers use health_level =* instead of admin_level =* to specify level in the health system hierarchy.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,historic,area relation,A historic administrative boundary (use judiciously).,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,limited_traffic_zone,area relation,Describes an officially designated area that requires authorization for the entry of certain vehicles.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,local_authority,relation,Describes the territory of a local authority.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,low_emission_zone,area relation,A geographically defined area which seeks to restrict or deter access by certain polluting vehicles with the aim of improving the air quality.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,maritime,area,"Maritime boundaries which are not administrative boundaries: the Baseline, Contiguous Zone and EEZ (Exclusive Economic Zone).",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,marker,node,"A boundary marker, border marker, boundary stone, or border stone is a robust physical marker that identifies the start of a land boundary or the change in a boundary, especially a change in direction of a boundary. See also historic = boundary_stone",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,national_park,area,"Area of outstanding natural beauty, set aside for conservation and for recreation ( Other languages ).",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,place,way relation,"boundary = place is commonly used to map the boundaries of a place =* , when these boundaries can be defined but these are not administrative boundaries.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,political,area,Electoral boundaries,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,postal_code,relation,Postal code boundaries. Some mappers use postal_code_level =* instead of admin_level =* to specify level in the postal hierarchy.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,protected_area,area,"Protected areas, such as for national parks, marine protection areas, heritage sites, wilderness, cultural assets and similar.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,religious_administration,relation,"A religious administration boundary, eg. of a catholic diocese or parish. Use religion =* and denomination =* to specify the church to which the boundary applies. Some mappers use religious_level =* instead of admin_level =* to specify level in the church hierarchy.",wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,special_economic_zone,area,A government-defined area in which business and trade laws are different.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,statistical,area relation,An official boundary recognised by government for statistical purposes.,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,disputed,area relation,An area of landed claimed by two or more parties (use with caution). See also Disputed territories .,wikitable
Primary features [ edit | edit source ],Boundary,Boundary types [ edit source ],boundary,timezone,relation,Boundaries of time zone,wikitable
